CI ID,Name,Alias,Approval group,Managed by,Support group,Manufacturer/Vendor,Short Description,Assigned to,Business criticality,Class,Comments,Consumer type,Created by,Domain,Managed By Group,Parent,Problem Manager Group,Problem Owner Group,Product Owner Executive,Product Owner,Revenue Impact,Service Executive ,Service Owner,Service Team,Supported by,Updated by,Text,n_tokens,index
SNSVC0005067,Squad Y -Res Domain - Perf,,MGP-Res-Domain-Services-APPRV,Abhishek Sharma,MGP-Res-Domain-Services-Non-Prod-Dev,,,,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,Devesh Arora,Christopher Stoltz,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005067; Name: Squad Y -Res Domain - Perf; Alias: ; Approval group: MGP-Res-Domain-Services-APPRV; Managed by: Abhishek Sharma; Support group: MGP-Res-Domain-Services-Non-Prod-Dev; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Christopher Stoltz; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,183,2036
SNSVC0003013,Squad Y -Res Domain - Stg - (AS),,MGP-Res-Domain-Services-APPRV,Deepti Purohit,MGP-Res-Domain-Services-Non-Prod-Dev,,Service Map Status = Completed,,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,MGP-Res-Domain-Services-PROB,,,,Devesh Arora,Christopher Stoltz,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0003013; Name: Squad Y -Res Domain - Stg - (AS); Alias: ; Approval group: MGP-Res-Domain-Services-APPRV; Managed by: Deepti Purohit; Support group: MGP-Res-Domain-Services-Non-Prod-Dev; Manufacturer/Vendor: ; Short Description: Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-Res-Domain-Services-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Christopher Stoltz; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,213,2037
SNSVC0003015,Squad Y -Res Domain - Test - (AS),,MGP-Res-Domain-Services-APPRV,Deepti Purohit,MGP-Res-Domain-Services-Non-Prod-Dev,,"Squad-Y services are part of Reservations Domain-MGP

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,MGP-Res-Domain-Services-PROB,,,,Devesh Arora,Christopher Stoltz,Application Production Support,INDIRA SIVARCHAKA,admin,"CI ID: SNSVC0003015; Name: Squad Y -Res Domain - Test - (AS); Alias: ; Approval group: MGP-Res-Domain-Services-APPRV; Managed by: Deepti Purohit; Support group: MGP-Res-Domain-Services-Non-Prod-Dev; Manufacturer/Vendor: ; Short Description: Squad-Y services are part of Reservations Domain-MGP

Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-Res-Domain-Services-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Christopher Stoltz; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin",224,2038
CI083132121,swimu-app,,,,,,Service Map Status = New,,Tier 2,Tag-Based Application Service,Updated as per RITM004282638,,ezhai301,global,,,ProblemManager_APS-PROB,,,,,Grace Chorey,Grace Chorey,Application Production Support,PADMA NEELAGARU,system,CI ID: CI083132121; Name: swimu-app; Alias: ; Approval group: ; Managed by: ; Support group: ; Manufacturer/Vendor: ; Short Description: Service Map Status = New; Assigned to: ; Business criticality: Tier 2; Class: Tag-Based Application Service; Comments: Updated as per RITM004282638; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: system,164,2039
SNSVC0001985,systemexception,,,,,,Service Map Status = New,,Tier 4,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,,,,,Jeffrey Golding,Sumit Basu,Application Production Support,PADMA NEELAGARU,admin,CI ID: SNSVC0001985; Name: systemexception; Alias: ; Approval group: ; Managed by: ; Support group: ; Manufacturer/Vendor: ; Short Description: Service Map Status = New; Assigned to: ; Business criticality: Tier 4; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jeffrey Golding; Service Owner: Sumit Basu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin,158,2040
SNSVC0004846,Tip Access Platform (TAP) - Dev,,TIP-Access-Platform-APPRV,Jayamaheswaran Chinniah,TIP-Access-Platform-Support,,,,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,TIP-Access-Platform-PROB,,,,Zachary Lendon,Jayamaheswaran Chinniah,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0004846; Name: Tip Access Platform (TAP) - Dev; Alias: ; Approval group: TIP-Access-Platform-APPRV; Managed by: Jayamaheswaran Chinniah; Support group: TIP-Access-Platform-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: TIP-Access-Platform-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Zachary Lendon; Service Owner: Jayamaheswaran Chinniah; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,195,2041
SNSVC0005222,Tip Access Platform (TAP) - Perf,,TIP-Access-Platform-APPRV,Jayamaheswaran Chinniah,TIP-Access-Platform-Support,,,,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,Zachary Lendon,Jayamaheswaran Chinniah,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005222; Name: Tip Access Platform (TAP) - Perf; Alias: ; Approval group: TIP-Access-Platform-APPRV; Managed by: Jayamaheswaran Chinniah; Support group: TIP-Access-Platform-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Zachary Lendon; Service Owner: Jayamaheswaran Chinniah; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,186,2042
SNSVC0004838,Tip Access Platform (TAP) - Prod,,TIP-Access-Platform-APPRV,Jayamaheswaran Chinniah,TIP-Access-Platform-Support,,,,Tier 1,Tag-Based Application Service,,Internal,lnric753,global,,,,TIP-Access-Platform-PROB,,,,Zachary Lendon,Jayamaheswaran Chinniah,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0004838; Name: Tip Access Platform (TAP) - Prod; Alias: ; Approval group: TIP-Access-Platform-APPRV; Managed by: Jayamaheswaran Chinniah; Support group: TIP-Access-Platform-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 1; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: TIP-Access-Platform-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Zachary Lendon; Service Owner: Jayamaheswaran Chinniah; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,195,2043
SNSVC0004842,Tip Access Platform (TAP) - Stg,,TIP-Access-Platform-APPRV,Jayamaheswaran Chinniah,TIP-Access-Platform-Support,,,,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,TIP-Access-Platform-PROB,,,,Zachary Lendon,Jayamaheswaran Chinniah,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0004842; Name: Tip Access Platform (TAP) - Stg; Alias: ; Approval group: TIP-Access-Platform-APPRV; Managed by: Jayamaheswaran Chinniah; Support group: TIP-Access-Platform-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: TIP-Access-Platform-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Zachary Lendon; Service Owner: Jayamaheswaran Chinniah; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,196,2044
SNSVC0004844,Tip Access Platform (TAP) - Test,,TIP-Access-Platform-APPRV,Jayamaheswaran Chinniah,TIP-Access-Platform-Support,,Service map status = ,,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,TIP-Access-Platform-PROB,,,,Zachary Lendon,Jayamaheswaran Chinniah,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0004844; Name: Tip Access Platform (TAP) - Test; Alias: ; Approval group: TIP-Access-Platform-APPRV; Managed by: Jayamaheswaran Chinniah; Support group: TIP-Access-Platform-Support; Manufacturer/Vendor: ; Short Description: Service map status =; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: TIP-Access-Platform-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Zachary Lendon; Service Owner: Jayamaheswaran Chinniah; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,199,2045
SNSVC0002927,Tosca - Test - (AS),,EQE-Tosca-APPRV-US-CAN,Swaroop kumar Raguru,EQE-Tosca-Support-US-CAN,,"Automated Testing

APS-Config-TM = Padma Neelagaru
B2B Status = NA
Simple Dependency Status = Completed
Service Map Status = Completed",Rajkrishna Subba,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,EQE-Tosca-PROB,,,,Waqas Ashraf,Matthew Mrok,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002927; Name: Tosca - Test - (AS); Alias: ; Approval group: EQE-Tosca-APPRV-US-CAN; Managed by: Swaroop kumar Raguru; Support group: EQE-Tosca-Support-US-CAN; Manufacturer/Vendor: ; Short Description: Automated Testing

APS-Config-TM = Padma Neelagaru
B2B Status = NA
Simple Dependency Status = Comple; Assigned to: Rajkrishna Subba; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: EQE-Tosca-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Waqas Ashraf; Service Owner: Matthew Mrok; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",230,2046
SNSVC0001991,tyinsert,,,,,,Service Map Status = New,,Tier 4,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,,,,,Jeffrey Golding,Sumit Basu,Application Production Support,PADMA NEELAGARU,admin,CI ID: SNSVC0001991; Name: tyinsert; Alias: ; Approval group: ; Managed by: ; Support group: ; Manufacturer/Vendor: ; Short Description: Service Map Status = New; Assigned to: ; Business criticality: Tier 4; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jeffrey Golding; Service Owner: Sumit Basu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin,158,2047
SNSVC0001993,tytrigger,,,,,,Service Map Status = New,,Tier 4,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,,,,,Jeffrey Golding,Sumit Basu,Application Production Support,PADMA NEELAGARU,admin,CI ID: SNSVC0001993; Name: tytrigger; Alias: ; Approval group: ; Managed by: ; Support group: ; Manufacturer/Vendor: ; Short Description: Service Map Status = New; Assigned to: ; Business criticality: Tier 4; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jeffrey Golding; Service Owner: Sumit Basu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin,158,2048
SNSVC0002959,Unified Search - (AS),Unified Search,Digital-Products-Search-L3-APPRV-US-CAN,Rahul Saxena,IncidentMgmt-Digital-L2-Support,,"Unified Search is the search transformation project under MGP-D (Marriott Growth Platform – Digital) where Endeca is being replaced by LUCIDWORKS FUSION. All the existing parity search features and next generation search features will be enabled by the lucidworks fusion.
Namespace name : snc-prod1
Top 25 = Yes

APS-Config-TM = Padma Neelagaru
B2B Status = Waiting on Customer
Simple Dependency Status = New
Service Map Status = Completed",,Tier 1,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,UnifiedSearch-PROB-Support,Michael Jozaitis,,Revenue Impacting (Non-Revenue Generating),Naresh Kanagala,Udaya Bhanu Sajjanapu,Application Production Support,PADMA NEELAGARU,system,CI ID: SNSVC0002959; Name: Unified Search - (AS); Alias: Unified Search; Approval group: Digital-Products-Search-L3-APPRV-US-CAN; Managed by: Rahul Saxena; Support group: IncidentMgmt-Digital-L2-Support; Manufacturer/Vendor: ; Short Description: Unified Search is the search transformation project under MGP-D (Marriott Growth Platform – Digital); Assigned to: ; Business criticality: Tier 1; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: UnifiedSearch-PROB-Support; Product Owner Executive: Michael Jozaitis; Product Owner: ; Revenue Impact: Revenue Impacting (Non-Revenue Generating); Service Executive : Naresh Kanagala; Service Owner: Udaya Bhanu Sajjanapu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: system,231,2049
SNSVC0002919,Unified Search - Dev - (AS),,Digital-Products-Search-L3-APPRV-US-CAN,vamshi karru,Digital-Products-Search-L3-Support,,"This service is for development

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,UnifiedSearch-PROB-Support,,,,Naresh Kanagala,Udaya Bhanu Sajjanapu,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002919; Name: Unified Search - Dev - (AS); Alias: ; Approval group: Digital-Products-Search-L3-APPRV-US-CAN; Managed by: vamshi karru; Support group: Digital-Products-Search-L3-Support; Manufacturer/Vendor: ; Short Description: This service is for development

Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: UnifiedSearch-PROB-Support; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naresh Kanagala; Service Owner: Udaya Bhanu Sajjanapu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",214,2050
SNSVC0002921,Unified Search - Perf - (AS),,Digital-Products-Search-L3-APPRV-US-CAN,vamshi karru,Digital-Products-Search-L3-Support,,"This service is for perf environment

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,UnifiedSearch-PROB-Support,,,,Naresh Kanagala,Udaya Bhanu Sajjanapu,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002921; Name: Unified Search - Perf - (AS); Alias: ; Approval group: Digital-Products-Search-L3-APPRV-US-CAN; Managed by: vamshi karru; Support group: Digital-Products-Search-L3-Support; Manufacturer/Vendor: ; Short Description: This service is for perf environment

Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: UnifiedSearch-PROB-Support; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naresh Kanagala; Service Owner: Udaya Bhanu Sajjanapu; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",215,2051
