"u_ci_id","name","u_alias","short_description","support_group","managed_by_group","u_product_owners","parent","u_service_team","u_problem_owner_group","u_problem_manager_group","u_service_executive","owned_by","managed_by","change_control","assignment_group","u_product_owner_exe","manufacturer","assigned_to","sys_domain","comments","busines_criticality","sys_class_name","consumer_type","sys_created_by","u_revenue_impact","supported_by","sys_updated_by"
"BSN0001301","Digital Learning Zone - ASP","DlZ","Serves as the point of entry for all associate learning.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","ProblemManager_APS-PROB","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Pattern LLC.","","global","","Tier 4","Business Service","Internal","ijess202","None","","jsamd056"
"CI000007751","Culinary Training (Rouxbe) - ASP","","Culinary Training for Food and Beverage Team on property","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Rouxbe","","global","","4 - not critical","Business Service","","kabinaya","None","","jsamd056"
"CI000007759","Jigsaw","","ASP Tool similar to Adobe Connect to conduct On-line Training courses","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Jigsaw","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000007763","Learning Guides","","The Learning Guide is a tool that hosts an extensive collection of formal and informal leadership learning activities mapped to our Company-wide competency model by leadership level for Continent and Corporate,  Above Property positions.   The Guide is designed to complement our performance management practices and support associate development.  The Learning Guide quickly directs Managers to available leadership learning options to build effective Personal Development Plans (PDPs).","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","C2 Technologies","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000007786","MGL - PeopleSoft General Ledger","MGL","MGL - PeopleSoft General Ledger SERVICE CONTACT INFORMATION:
-----------------------------------------------------------------------------------------------
Executive RUN Team:  Maureen Stuart   (281) 380-3194
Service Owner RUN Team:  Anne Jachimowski  (703) 473-9588

Executive BUILD Team:  None listed
Service Owner BUILD Team: None listed

Subject Matter Experts (SMEs):  Engage members of Financial-Application-Support-Helpdesk team
-----------------------------------------------------------------------------------------------

Application Description:  MGL is a multi-currency, entity-based general ledger which supports Marriott's domestic and international growth plans and meets increasingly complex regulatory requirements.","Financial-Application-Support-Helpdesk","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSMGL-APPRV","","","Accenture","","global","","2 - somewhat critical","Business Service","","kabinaya","None","","jsamd056"
"BSN0001313","TakeCare Grow - ASP","Grow Marriott","Open source learning.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","ProblemManager_APS-PROB","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Pattern LLC.","","global","","Tier 4","Business Service","Internal","ijess202","None","","jsamd056"
"CI000009908","PSBF","","Property budgeting and forecasting application.","Financial-Application-Support-Helpdesk","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSEPB-APPRV","","","","","global","","3 - less critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000007762","Learning and Development Portal The Gateway","","Learning and Development Portal designed to provide our Corporate, Above-Property associates with a single point of entry for resources, key information and customizable activities to enhance their transition into Marriott International.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Divya Shahani","mhubHR-ITMarriott-APPRV","","","Pattern LLC.","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000007773","Navex - EthicsPoint","Navex, TNW, EthicsPoint","Case Management system to manage employee relations cases.","mhubHR-ITMarriott-Support","","","","","GT-HR-PROB","","Divya Shahani","Scott Wistner","Richard Hor","mhubHR-ITMarriott-APPRV","","","","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000011257","Sun/Vision – BOSSI","","Above property hosted version of Infor SUN (GL and AP app used by our international properties).","Finance-Systems-Support","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","BOSSI-SunSystems-APPRV","","","Sun Life Financial","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000007757","Inspire - ASP","","Designed for Ritz-Carlton properties, INSPIRE is a website accessible to anyone with an EID. Containing the Credo Card, Wow Stories, First Class cards, and Getting To Wow cards, INSPIRE provides multiple ways for our Ladies and Gentlemen to learn and grow around our Gold Standards. It is a tool our properties use to submit Wow Stories for sharing, in accordance with our Wow Story Standard.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Gipper1","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000007761","Learning and Development Portal Hiring Hub","","Learning and Development Portal designed to provide the tools and resources to help hiring managers and HR professional navigate through the Talent Acquistion process.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Divya Shahani","mhubHR-ITMarriott-APPRV","","","Pattern LLC.","","global","","3 - less critical","Business Service","","kabinaya","None","","jsamd056"
"CI000539522","HotShop","","Birchstreet","HS-Birchstreet-Support","","","","Corporate Systems","","","Sanchita Sarkar","Jim Marinc","Jim Marinc","Global Service Desk-APPRV","","","BirchStreet","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000598073","PEG EPM Mainframe","","Consist of jobs which process/translate files (corporate account structure in PS General Ledger) from EPM and load it to mainframe to be used by other application such as CFRST Back Office and MarrPay. About 95% percent of the jobs are file-driven that load VSAM and sequential files.","AHSMF-SUPPORT","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSMF-APPRV","","","","","global","","1 - most critical","Business Service","","dcasillo","None","","jsamd056"
"CI000539478","Chase Merchant Services","","Vendor","PMS-FOSSE-Help-Desk-Support","","","","","","","Sanchita Sarkar","Anne Jachimowski","Benjamin Barbour","PMS-FOSSE-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"BSN0001337","The Gateway - ASP - Test","","Learning and Development portal designed to provide Corporate and Above Property associates with a single point of entry to access activities  to enhance transition into Marriott.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","ProblemManager_APS-PROB","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Pattern LLC.","","global","","Tier 4","Business Service","Internal","ijess202","None","","jsamd056"
"CI007212258","LandiT - ASP","","This service is used to assign tasks to properties with new opening or system integration","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","Divya Shahani","Scott Wistner","Richard Hor","mhubHR-ITMarriott-APPRV","","","EHSolution.com LLC","","global","","3 - less critical","Business Service","","qdtra087","None","","jsamd056"
"BSN0001321","MentorCloud","","Platform that provides the ability for mentees and mentors to connect.  Used for the Voyager program and the EMEA Mentoring program.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","ProblemManager_APS-PROB","Divya Shahani","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Mentor Cloud","","global","","Tier 4","Business Service","Internal","ijess202","None","","jsamd056"
"CI000009756","AP - PeopleSoft Enterprise AP","EAP, PeopleSoft AP","Marriott's enterprise accounts payable application.","Financial-Application-Support-Helpdesk","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSFIN-APPRV","","","Accenture","","global","","2 - somewhat critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000009779","CFRST BackOffice","","CFRST Back Office provides Credit Card Reconciliation and Revenue Reporting for select service and properties.

Entry point: 
http://mvsprod.marriott.com/usr/arch/interface/
Web Server (80, 443)
","AHSMF-SUPPORT","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSMF-APPRV","","","Accenture","","global","","3 - less critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000009799","DRM - Hyperion Data Relationship Management","Oracle Hyperion Data Relationship","Analytical master data management tool.  FDM is a functional hub that organizes, manages and feeds metadata to multiple Hyperion products.","Financial-Application-Support-Helpdesk","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSHyperion-APPRV","","","Accenture","","global","","3 - less critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000007978","Bank Of America - Cash Pro","","","Service Desk-ENG-L1","","","","Corporate Systems","","","Sanchita Sarkar","Anne Jachimowski","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","kabinaya","None","","jsamd056"
"CI000009812","eFolio (Billing Transaction Repository)","Peoplesoft eFolio","Guestroom folio charges are electronically transmitted from the hotel to corporate accounts (via the credit card vendor) in the form of management reporting, or as line item population of automated expense reporting systems; Rewards members who elect to receive this service get their folios from every stay automatically; non-members may choose to receive their folios delivered to their e-mail addresses for each individual stay.","Financial-Application-Support-Helpdesk","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","AHSBAR-APPRV","","","Accenture","","global","","3 - less critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
"CI000009773","Bloomberg","","Various Bloomberg files such as exchange rates are provided to several Marriott applications including MGL.","Finance-Systems-Support","","","","Corporate Systems","FinanceSystems-PROB","","Sanchita Sarkar","Anne Jachimowski","Anne Jachimowski","Treasury-Systems-APPRV","","","Bloomberg L.P","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","jsamd056"
