"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"IT-AP-Brisbane-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Brisbane IT Cluster Support","","","","c8302e84dbd6c050cf21a1ac0b961927"
"IT-AP-BTHFP-Support-AP ","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","08dc7062dbbb14504c04eba81396197f"
"iT-AP-BTUFI-Support-AP","Marriott","Boon Seng Khor","Assignment","Support group","","","","0b0e5d3edbe5cc10ac1126aa4b961994"
"iT-AP-CANSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","f43ec087dbff2b00b478502bdc9619e0"
"iT-AP-CANUL-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","b83e0487dbff2b00b478502bdc961918"
"iT-AP-CANWI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","3c3e0487dbff2b00b478502bdc961983"
"IT-AP-CANYP-Support-AP","Marriott","Jing Yu Pan","Assignment","Property CANYP opened","","","","99b1cefa8749ae94311333373cbb35c5"
"iT-AP-CEBSI-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CEBSI","","","","95318fb187b51118417f8774dabb35b7"
"IT-AP-Cebu-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","No existing SNOW group for Cebu cluster","","","","3c465d4187b4e694311333373cbb3553"
"iT-AP-CEIMD-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","813e0487dbff2b00b478502bdc9619f7"
"iT-AP-CGDFP-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","8d3e4487dbff2b00b478502bdc961925"
"iT-AP-CGDSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","093e4487dbff2b00b478502bdc96196d"
"iT-AP-Changchun-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","iT-AP-Changchun-Cluster-Support-AP","","","","938cd5221b87d41007e94009dc4bcb4c"
"iT-AP-Changsha-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","c982ff1adbe7a3001048715a8c9619cf"
"iT-AP-Chengdu-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","ba2e4847dbff2b00b478502bdc9619ab"
"iT-AP-Chennai-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","88077ef6db0c849058df12484b961916"
"iT-AP-Chiang-Mai-Chiang-Rai-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for cluster Chiang Mai Chiang Rai","","","","d1f1f942978955143bac72671153af3f"
"iT-AP-Chongqing-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","8f2e8847dbff2b00b478502bdc9619d9"
"iT-AP-CJJCY-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CJJCY","","","","d875d2f287c725148a492fc5dabb3544"
"IT-AP-CJJPY-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","2c95061787fce210311333373cbb35e5"
"iT-AP-CJUJU-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CJUJU","","","","91f3faa697a151143bac72671153af1e"
"iT-AP-CKGMC-Support-AP","Marriott","Jing Yu Pan","Assignment","Property support group","","","","3eb8927997b3b9547da33bb3f153af0c"
"iT-AP-CKGSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","cd3e8487dbff2b00b478502bdc961918"
"iT-AP-CMBCY-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CMBCY","","","","5d04453947dcad945ddbe6b5536d43f5"
"iT-AP-CMBMC-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","893e8487dbff2b00b478502bdc961947"
"iT-AP-CMBSI-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CMBSI","","","","bd8b66a69743b95425ae37300153aff5"
"iT-AP-CMBST-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support group","","","","4a53d17f1bb894501ba30e966e4bcbba"
"iT-AP-CNSSI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","4d3e8487dbff2b00b478502bdc961982"
"iT-AP-COKFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","553e8487dbff2b00b478502bdc9619dd"
"iT-AP-CSXCY-Support-AP","Marriott","Jing Yu Pan","Assignment","iT-AP-CSXCY-Support-AP","","","","5f92a682db892810ff10c6cd139619ec"
"iT-AP-CSXSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","d53ec487dbff2b00b478502bdc96197f"
"iT-AP-CSXWH-Support-AP","Marriott","Jing Yu Pan","Assignment","iT AP support group","","","","60a72b6adb26b4103de495fd8a961948"
"iT-AP-CSXXR-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","993ec487dbff2b00b478502bdc9619ba"
"iT-AP-CSXYB-Support-AP","Marriott","Jing Yu Pan","Assignment","SNOW support group for property","","","","2488d3fd87886150ac33400d0ebb3539"
"iT-AP-CTUAF-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","253ec487dbff2b00b478502bdc9619fc"
"IT-AP-CTUBR-Support-AP","Marriott","Jing Yu Pan","Assignment","Property support group","","","","476eea7b8738ced0311333373cbb35c9"
"IT-AP-CTUMC-Support-AP","Marriott","Jing Yu Pan","Assignment","support group","","","","442e6e378738ced0311333373cbb354b"
"iT-AP-CTUMD-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","e93e0887dbff2b00b478502bdc961905"
"IT-AP-CXRHT-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property CXRHT","","","","a33aec33472dbd54823f878a436d4346"
"iT-AP-CZXMC-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","a13e0887dbff2b00b478502bdc96190f"
"iT-AP-CZXSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","693e0887dbff2b00b478502bdc961918"
"iT-AP-CZXWS-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","653e0887dbff2b00b478502bdc961944"
"IT-AP-DACBR-Support-AP","Marriott","Boon Seng Khor","Assignment","Please create this group as ITIL permission","","","","f9e5203ddb9f48142e3a9345ca961938"
"iT-AP-DACFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","2d3e0887dbff2b00b478502bdc96194d"
"iT-AP-DACMD-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","f13e0887dbff2b00b478502bdc961957"
"IT-AP-DADHA-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property DADHA","","","","f8a9fe4c47b53d9498b14c38436d436a"
"iT-AP-Danang-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","8b2ec847dbff2b00b478502bdc961908"
"IT-AP-Danang-VinPearl-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for Danang VinPearl IT cluster","","","","e83cbfe347ad3d54823f878a436d43a5"
"iT-AP-DEDWI-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property DEDWI","","","","d1e946bc4789edd498b14c38436d43e7"
"iT-AP-Delhi-NCR-Cluster 1-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","722e8847dbff2b00b478502bdc96195d"
"IT-AP-DELMO-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","a119bcbf87894a10b3b162c83cbb35e3"
"IT-AP-Dhaka-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Please create this group as ITIL permission","","","","0edbdfc4db860c9059ad13694b961991"
"iT-AP-DLCAL-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","f93e0887dbff2b00b478502bdc9619a5"
"iT-AP-DLCLC-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","b13e0887dbff2b00b478502bdc9619af"
"iT-AP-DPS63-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","793e0887dbff2b00b478502bdc9619b8"
"iT-AP-DPSAK-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","023e0887dbff2b00b478502bdc9619c2"
"iT-AP-DPSAS-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","06aff221db6888902b662fe51b961943"
"iT-AP-DPSBG-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","c63e0887dbff2b00b478502bdc9619cb"
"iT-AP-DPSCY-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","8e3e0887dbff2b00b478502bdc9619d4"
"iT-AP-DPSEL-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","463e0887dbff2b00b478502bdc9619de"
"iT-AP-DPSFB-Support-AP","Marriott","Boon Seng Khor","Assignment","Property Support group","","","","8457687ddbdf48142e3a9345ca961980"
"iT-AP-DPSFG-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","b4bf3a21db6888902b662fe51b961992"
"iT-AP-DPSFI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","0e3e0887dbff2b00b478502bdc9619e7"
"iT-AP-DPSFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","8a3e0887dbff2b00b478502bdc9619fd"
"iT-AP-DPSLC-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","de3e4887dbff2b00b478502bdc961919"
"iT-AP-DPSMD-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","963e4887dbff2b00b478502bdc961923"
"iT-AP-DPSND-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","2ce5eb511b7c0150d397c99f034bcb31"
"iT-AP-DPSSK-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property DPSSK","","","","05f4ae2a47a399d450a7e738436d43df"
"iT-AP-DPSSM-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","5e3e4887dbff2b00b478502bdc96192c"
"iT-AP-DPSSW-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","163e4887dbff2b00b478502bdc961936"
"iT-AP-DPSTP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","da3e4887dbff2b00b478502bdc96193f"
"iT-AP-DPSUB-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","923e4887dbff2b00b478502bdc961949"
"IT-AP-DPSUK-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","c22708c1c390d6145f2e9dec7a013137"
"iT-AP-DPSWH-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","123e4887dbff2b00b478502bdc96195c"
"iT-AP-DPSWI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","d63e4887dbff2b00b478502bdc961965"
"iT-AP-DPSXR-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","563e4887dbff2b00b478502bdc96197b"
"iT-AP-DQASI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","2e3e4887dbff2b00b478502bdc961984"
"iT-AP-Fiji-Samoa-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Please create this group as ITIL permission","","","","408cadecdbadc854cf21a1ac0b9619c9"
"IT-AP-FOCMC-Support-AP","Marriott","Jing Yu Pan","Assignment","Property support group","","","","1bd9a6a347ddd2109df0cab2846d436d"
"iT-AP-FOCSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","aa3e4887dbff2b00b478502bdc961997"
"iT-AP-Foshan-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","iT-AP-Foshan-Cluster Support group","","","","3f395cbbdb50c4906ee02df84b9619ff"
"iT-AP-FUOSY-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","6e3e4887dbff2b00b478502bdc9619c6"
"iT-AP-Fuzhou-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","iT-AP-Fuzhou-Cluster-Support-AP","","","","38393d791be15810096afd16dc4bcb99"
"iT-AP-GCOffices-Support-AP","Marriott","Jing Yu Pan","Assignment","New Cluster","","","","2fc6e8a2dbb2f41007e373e1ba9619f4"
"iT-AP-Goa-North-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for cluster Gao North","","","","475bd6ef1bce891465de6241b24bcb4f"
"iT-AP-Goa-South-iT-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Goa Cluster Group","","","","a9b49d241b46185074bedb56dc4bcb86"
"IT-AP-GOIBR-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support group","","","","e10429b38705aa10311333373cbb3597"
"iT-AP-GOIXR-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property GOIXR","","","","23ba728d976a5dd46f20dea00153afd4"
"iT-AP-Gold-Coast-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","f082ff1adbe7a3001048715a8c961971"
"iT-AP-GOPCY-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","9623840a8739fd189540cb35dabb357b"
"iT-AP-Guangzhou-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","322e4847dbff2b00b478502bdc9619b5"
"iT-AP-Guiyang-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","7482ff1adbe7a3001048715a8c9619ba"
"IT-AP-GUMWI-Support-APPRV","Marriott","Tze Wan Ng","Approval","Approval Requesting Applications & Installation","","","","a3d34c81c3dc96145f2e9dec7a013185"
"iT-AP-Gurgaon-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Gurgaon Cluster group

Marsha need to be route
DELDM
DELGU
DELSW
DELWI","","","","59959d2cdb8258509564e8ca48961982"
"iT-AP-Haikou-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","7082ff1adbe7a3001048715a8c9619b2"
"IT-AP-HAN40-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC IT support Group.","","","","4e337cfb939ade506b1b36919dba10f0"
"iT-AP-Hangzhou-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","0d82ff1adbe7a3001048715a8c9619de"
"IT-AP-HANHP-Support-AP","Marriott","Boon Seng Khor","Assignment","No existing group for HANHP","","","","c349c58ec3475690dc92eb3599013107"
"iT-AP-HANHS-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","323e4887dbff2b00b478502bdc9619f6"
"iT-AP-HANJW-Support-AP","Marriott","Boon Seng Khor","Assignment","Support property","","","","0532c7cc1b9704909fb633bc1d4bcbe6"
"IT-AP-HANLP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","690af3de4719959858878a12736d436f"
"IT-AP-HANSW-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support Group","","","","fc65cb3287f40a108a492fc5dabb351d"
"iT-AP-HBALC-Support-AP","Marriott","Boon Seng Khor","Assignment","For managing property ticketr","","","","5fc3a6691bffa41089b84005bd4bcb5e"
"iT-AP-Hefei-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","AP IT Support","","","","a5168041db7d0014ac1126aa4b961966"
"iT-AP-HETSI-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","f63e4887dbff2b00b478502bdc9619ff"
"iT-AP-HFEFP-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","be3e8887dbff2b00b478502bdc961908"
"iT-AP-HGHFP-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","ba3e8887dbff2b00b478502bdc96192e"
"iT-AP-HGHJX-Support-AP","Marriott","Jing Yu Pan","Assignment","iT-AP-HGHJX-Support-AP

iT Support","","","","0ea5e8b9db9f48142e3a9345ca961934"
"iT-AP-HGHLC-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","723e8887dbff2b00b478502bdc961938"
"iT-AP-HGHMD-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","0b3e8887dbff2b00b478502bdc961941"
"iT-AP-HGHPJ-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support","","","","84bfb621db6888902b662fe51b9619b8"
"iT-AP-HGHQS-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","4f3e8887dbff2b00b478502bdc961963"
"iT-AP-HGHXN-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","cb3e8887dbff2b00b478502bdc961976"
"iT-AP-HKTJW-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","8f3e8887dbff2b00b478502bdc9619a5"
"iT-AP-Hokkaido-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Japan & Guam Hokkaido Cluster Support Group","","","","e2439bd1938452d06b1b36919dba10e3"
"iT-AP-Hong-Kong-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","432ec847dbff2b00b478502bdc961912"
"IT-AP-HPHSI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","86c93b1e4719959858878a12736d4380"
"iT-AP-HRBJW-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","533e8887dbff2b00b478502bdc9619d5"
"iT-AP-HRBRZ-Support-AP","Marriott","Jing Yu Pan","Assignment","IT AP support group","","","","a4f846321b0401103fdea79b2d4bcb2b"
"iT-AP-HRBXS-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","1b3e8887dbff2b00b478502bdc9619de"
"iT-AP-Huahin-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","0f2ec847dbff2b00b478502bdc961940"
"iT-AP-Huangdao-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","This is Asia Pacific IT Manager support group for the cluster property","","","","82caee28dbc7bf40cf21a1ac0b961937"
